type,url,caption,hashtags,mentions,timestamp,location,post_id,clean_caption_english,clean_hashtags_english
post,https://www.instagram.com/p/Db7IYqhFHGR/,"16 likes, 1 comments - saintbollard on August 11, 2026: ""🦃#bollard
Apologies for the quiet
Doubts about this medium
Exfoliating"".",#bollard,,2026-08-12 02:50:49+00:00,Locations,POST_02095,"saintbollard on August 11, 2026: "" #bollard Apologies for the quiet Doubts about this medium Exfoliating"".",#bollard
post,https://www.instagram.com/p/CxtaNciNgtt/,"997 likes, 31 comments - borjagainzarain on September 27, 2023: ""No se supone que lo mio era el bodyboard???🤔🤔🤔
📸: @photobernat"".",,@photobernat,2023-09-27 20:58:39+00:00,Gros - Donosti,POST_02096,"borjagainzarain on September 27, 2023: ""No se supone que lo mio era el bodyboard??? : @photobernat"".",
post,https://www.instagram.com/p/DXzaYOagrxO/,"4,837 likes, 92 comments - oldmancanyon on May 1, 2026: ""Thrilled to share my new song '24hrs a Day' along with a beauty new video, shot and directed by my best bud and long time collaborator Cody Briggs @codeu 

We shot this over three different nights in various parts of vancouver and wanted to approach the process with an experimental and not overly pre-planned vision, as that seems to be the way we create best together. The video attempts encapsulate the desire to escape the endless chaos of the world, to let go and be who you are without succumbing to what the world wants us to become. 

Hope you all enjoy, lots more to come very soon."".",,@codeu,2026-05-01 16:52:30+00:00,Locations,POST_02097,"oldmancanyon on May 1, 2026: ""Thrilled to share my new song '24hrs a Day' along with a beauty new video, shot and directed by my best bud and long time collaborator Cody Briggs @codeu We shot this over three different nights in various parts of vancouver and wanted to approach the process with an experimental and not overly pre-planned vision, as that seems to be the way we create best together. The video attempts encapsulate the desire to escape the endless chaos of the world, to let go and be who you are without succumbing to what the world wants us to become. Hope you all enjoy, lots more to come very soon."".",
post,https://www.instagram.com/p/DcBVOgMxHJ5/,"daniellaondesign on August 14, 2026: ""1972 was a glorious year in design.

Cover photo: Kimbell Art Museum, designed by Louis Khan (1972)."".",,,2026-08-15 03:35:56+00:00,Locations,POST_02098,,
post,https://www.instagram.com/p/DbqVSOOigUT/,"48K likes, 503 comments - sarbikofficial on August 5, 2026: ""Kalyani ✨

#shreyaghoshal #dance #sarbik"".","#shreyaghoshal, #dance, #sarbik",,2026-08-05 14:22:02+00:00,Locations,POST_02099,"sarbikofficial on August 5, 2026: ""Kalyani #shreyaghoshal #dance #sarbik"".",#shreyaghoshal #dance #sarbik
post,https://www.instagram.com/p/Dbw54lNolCH/,"28K likes, 144 comments - elitebootsoffical on August 7, 2026: ""The soleplate on these predators are actually something else 😮‍💨 #soccer #soccercleats #footballers"".","#soccer, #soccercleats, #footballers",,2026-08-08 03:33:04+00:00,Locations,POST_02100,"elitebootsoffical on August 7, 2026: ""The soleplate on these predators are actually something else #soccer #soccercleats #footballers"".",#soccer #soccercleats #footballers
post,https://www.instagram.com/p/Db1uvhTA1oo/,"3,338 likes, 30 comments - na.kul4244 on August 9, 2026: ""Changing outfits with years ❤️😊
.
.
.
.
.
.

#2016vs2026 #Transformation #GrowthJourney #PersonalEvolution #StyleEvolution"".","#2016vs2026, #Transformation, #GrowthJourney, #PersonalEvolution, #StyleEvolution",,2026-08-10 00:30:05+00:00,Locations,POST_02101,"na.kul4244 on August 9, 2026: ""Changing outfits with years . . . . . . #2016vs2026 #Transformation #GrowthJourney #PersonalEvolution #StyleEvolution"".",#2016vs2026 #Transformation #GrowthJourney #PersonalEvolution #StyleEvolution
post,https://www.instagram.com/p/DanuaZeIm0I/,"15K likes, 103 comments - civilmindset on July 10, 2026: ""🏗️ How do engineers move a structure weighing thousands of tons without a crane? 🤯

The answer is air cushion technology.

Inflatable air cushions create a thin layer of compressed air beneath the structure, drastically reducing friction. Once the load is “floating,” powerful winches can move it smoothly, safely, and with incredible precision.

It’s a perfect example of how engineering uses physics, not just force, to solve massive challenges. 💨⚙️

Would you trust this method to move a giant bridge or building? 👇

#civilengineering #construction #engineering #physics #technology"".","#civilengineering, #construction, #engineering, #physics, #technology",,2026-07-10 17:38:16+00:00,Locations,POST_02102,"civilmindset on July 10, 2026: "" How do engineers move a structure weighing thousands of tons without a crane? The answer is air cushion technology. Inflatable air cushions create a thin layer of compressed air beneath the structure, drastically reducing friction. Once the load is floating, powerful winches can move it smoothly, safely, and with incredible precision. It s a perfect example of how engineering uses physics, not just force, to solve massive challenges. Would you trust this method to move a giant bridge or building? #civilengineering #construction #engineering #physics #technology"".",#civilengineering #construction #engineering #physics #technology
post,https://www.instagram.com/p/DZ7sX-SSJ31/,"9,783 likes, 65 comments - foodelhi on June 23, 2026: ""I tried almost all the Dilli Haat INA momo stalls to find the best one and the result is there at the end of the video!! Do you agree with the rankings? 😍

#Foodelhi #DelhiFood

Best Momos in Delhi NCR"".","#Foodelhi, #DelhiFood",,2026-06-23 15:04:44+00:00,Locations,POST_02103,"foodelhi on June 23, 2026: ""I tried almost all the Dilli Haat INA momo stalls to find the best one and the result is there at the end of the video!! Do you agree with the rankings? #Foodelhi #DelhiFood Best Momos in Delhi NCR"".",#Foodelhi #DelhiFood
post,https://www.instagram.com/p/DZbbq9Ky0tz/,"50K likes, 224 comments - jiyanshi_dalal2020 on June 10, 2026: ""Rocky🐶😂#labrador #doglover #shorts #shortvideo #funny cute dog lab youtubeshort puppyshorts"".","#labrador, #doglover, #shorts, #shortvideo, #funny",,2026-06-11 02:21:57+00:00,Locations,POST_02104,"jiyanshi dalal2020 on June 10, 2026: ""Rocky #labrador #doglover #shorts #shortvideo #funny cute dog lab youtubeshort puppyshorts"".",#labrador #doglover #shorts #shortvideo #funny
post,https://www.instagram.com/p/Db5sQuFyxVV/,"53K likes, 409 comments - bhumikadhingra26 on August 11, 2026: ""The cutest thing you’ll see today 🥹🎀

#ᴛʀᴇɴᴅɪɴɢʀᴇᴇʟs #fyp #cute #viralreel #bualove"".","#ᴛʀᴇɴᴅɪɴɢʀᴇᴇʟs, #fyp, #cute, #viralreel, #bualove",,2026-08-11 13:26:03+00:00,Locations,POST_02105,"bhumikadhingra26 on August 11, 2026: ""The cutest thing you ll see today # s #fyp #cute #viralreel #bualove"".",# s #fyp #cute #viralreel #bualove
post,https://www.instagram.com/p/DbwnFneoqn-/,"1,275 likes, 12 comments - khelkura014 on August 7, 2026: """"I don't see the logic."" Ranjit Bajaj turns down AIFF's offer to become India U-15 team manager. 🇮🇳 

The Minerva Academy owner declined the role with a video on social media, clarifying that his decision was not about Bibiano Fernandes but the AIFF's proposed structure.

#IndianFootball #AIFF #ranjitbajaj"".","#IndianFootball, #AIFF, #ranjitbajaj",,2026-08-08 06:20:14+00:00,Nepal,POST_02106,"khelkura014 on August 7, 2026: """"I don't see the logic."" Ranjit Bajaj turns down AIFF's offer to become India U-15 team manager. The Minerva Academy owner declined the role with a video on social media, clarifying that his decision was not about Bibiano Fernandes but the AIFF's proposed structure. #IndianFootball #AIFF #ranjitbajaj"".",#IndianFootball #AIFF #ranjitbajaj
post,https://www.instagram.com/p/Db_MD6vp_mV/,"4,308 likes, 18 comments - startups_media on August 13, 2026: ""From hostel-room videos to a Bollywood debut, Nigerian creator Agu Stanley Chiedozie’s journey in India is a story of culture, persistence and breaking barriers.

Known online as Istanboss, the 24-year-old creator arrived in India in 2019 as a student and gradually built a strong audience with his Hindi-speaking content and observations of Indian life. 

Now, he is making his Bollywood debut in Anurag Kashyap’s Bandar, a full-circle moment for someone inspired by Gangs of Wasseypur. 

Beyond acting, Stanley hopes his journey can challenge stereotypes about Africans in India and open doors for other African talents. 

#startupsmedia #bollywood #istanboss #agustanley #indiancontentcreator"".","#startupsmedia, #bollywood, #istanboss, #agustanley, #indiancontentcreator",,2026-08-13 16:40:58+00:00,Locations,POST_02107,"startups media on August 13, 2026: ""From hostel-room videos to a Bollywood debut, Nigerian creator Agu Stanley Chiedozie s journey in India is a story of culture, persistence and breaking barriers. Known online as Istanboss, the 24-year-old creator arrived in India in 2019 as a student and gradually built a strong audience with his Hindi-speaking content and observations of Indian life. Now, he is making his Bollywood debut in Anurag Kashyap s Bandar, a full-circle moment for someone inspired by Gangs of Wasseypur. Beyond acting, Stanley hopes his journey can challenge stereotypes about Africans in India and open doors for other African talents. #startupsmedia #bollywood #istanboss #agustanley #indiancontentcreator"".",#startupsmedia #bollywood #istanboss #agustanley #indiancontentcreator
post,https://www.instagram.com/p/DaAYf8igINt/,"49K likes, 135 comments - nids.lid on June 25, 2026: ""This sticky fried paneer is your sign to stop scrolling and make it immediately! Crispy, saucy, sticky & ridiculously addictive.. trust me, one bite is not enough!🔥

Loved making this in my new @bergnerindia Excalibur cookware. It has this beautiful enamel-coated finish, feels incredibly reliable and is the kind of kitchen essential that makes cooking feel effortless😍✨

Plus, it goes straight from stove to table so beautifully. Use my code Sunidhi10 for a special discount!💛

.

.

.

.

.

.

#trendingreels #viral #explore #paneer #snack 
{sticky fried paneer, paneer recipes, easy, quick recipes, viral reels, explore, foryou, fyp page, trending, evening snacks, crispy, creamy, spicy, trending reels, viral recipes}"".","#trendingreels, #viral, #explore, #paneer, #snack",@bergnerindia,2026-06-25 10:31:55+00:00,Locations,POST_02108,"nids.lid on June 25, 2026: ""This sticky fried paneer is your sign to stop scrolling and make it immediately! Crispy, saucy, sticky & ridiculously addictive.. trust me, one bite is not enough! Loved making this in my new @bergnerindia Excalibur cookware. It has this beautiful enamel-coated finish, feels incredibly reliable and is the kind of kitchen essential that makes cooking feel effortless Plus, it goes straight from stove to table so beautifully. Use my code Sunidhi10 for a special discount! . . . . . . #trendingreels #viral #explore #paneer #snack sticky fried paneer, paneer recipes, easy, quick recipes, viral reels, explore, foryou, fyp page, trending, evening snacks, crispy, creamy, spicy, trending reels, viral recipes "".",#trendingreels #viral #explore #paneer #snack
post,https://www.instagram.com/p/Dbr94FBCtQU/,"39K likes, 220 comments - simrankirasoi30 on August 5, 2026: ""Aate ke golgappe😋
Aate ki panipuri😋

#aatekegolgappe #aatekipanipuri #golgapperecipe #panipurirecipe"".","#aatekegolgappe, #aatekipanipuri, #golgapperecipe, #panipurirecipe",,2026-08-06 05:31:07+00:00,Locations,POST_02109,"simrankirasoi30 on August 5, 2026: ""Aate ke golgappe Aate ki panipuri #aatekegolgappe #aatekipanipuri #golgapperecipe #panipurirecipe"".",#aatekegolgappe #aatekipanipuri #golgapperecipe #panipurirecipe
post,https://www.instagram.com/p/DZU2AnHBG0Z/,"8,263 likes, 80 comments - sweet_spicyrecipe on June 8, 2026: ""🥚🍔 1 Egg = This Burger?! 😳🔥

This viral egg burger is quick, healthy, and seriously delicious! 🤤✨

Perfect for breakfast, snacks, or a high-protein treat. 💪😍

Would you try this? 👇❤️

Save & share with your friends! 🔥

egg burger, viral egg burger, healthy burger, boiled egg recipe, easy snack recipe, high protein snack, quick recipe, breakfast ideas, healthy food, viral food

#EggBurger #ViralRecipe #FoodReels #EasyRecipes #Foodie"".","#EggBurger, #ViralRecipe, #FoodReels, #EasyRecipes, #Foodie",,2026-06-08 12:57:28+00:00,Locations,POST_02110,"sweet spicyrecipe on June 8, 2026: "" 1 Egg This Burger?! This viral egg burger is quick, healthy, and seriously delicious! Perfect for breakfast, snacks, or a high-protein treat. Would you try this? Save & share with your friends! egg burger, viral egg burger, healthy burger, boiled egg recipe, easy snack recipe, high protein snack, quick recipe, breakfast ideas, healthy food, viral food #EggBurger #ViralRecipe #FoodReels #EasyRecipes #Foodie"".",#EggBurger #ViralRecipe #FoodReels #EasyRecipes #Foodie
post,https://www.instagram.com/p/Db5uNNLozsI/,"15K likes, 90 comments - wtf_whatthefame on August 11, 2026: ""We played a fun game with Sunita Ji and got to know all her favourites! 👀❤️

From her favourite food and songs to the things she absolutely loves, Sunita Ji spilled all the tea in this fun-filled game. ✨

Watch till the end to find out how well you know her! 🎥👇

[ Sunita Ji, Sunita, favourites, fun game, celebrity game, exclusive interview, What The Fame, celebrity interview, TV celebrity, entertainment news ]

#SunitaJi #CelebrityGame #WhatTheFame #FunInterview #EntertainmentNews"".","#SunitaJi, #CelebrityGame, #WhatTheFame, #FunInterview, #EntertainmentNews",,2026-08-11 13:43:30+00:00,Locations,POST_02111,"wtf whatthefame on August 11, 2026: ""We played a fun game with Sunita Ji and got to know all her favourites! From her favourite food and songs to the things she absolutely loves, Sunita Ji spilled all the tea in this fun-filled game. Watch till the end to find out how well you know her! Sunita Ji, Sunita, favourites, fun game, celebrity game, exclusive interview, What The Fame, celebrity interview, TV celebrity, entertainment news #SunitaJi #CelebrityGame #WhatTheFame #FunInterview #EntertainmentNews"".",#SunitaJi #CelebrityGame #WhatTheFame #FunInterview #EntertainmentNews
post,https://www.instagram.com/p/Db8BUL1Ef1Z/,"cricket_news_analysis on August 12, 2026: ""Age, experience, and World Cup legacy! 🏏💪
 
Mitchell Starc and Mohammed Shami have both delivered unforgettable performances on the biggest stage. 🌍🏆

But with Starc backed for the 2027 World Cup and Shami sidelined from India’s squad, their journeys are heading in different directions. 👀🇦🇺🇮🇳

#MitchellStarc #MohammedShami #Cricket #WorldCup #CricketFans
.
.
.
[Mitchell Starc, Mohammed Shami, World Cup 2027, Cricket, Fast Bowlers, Australia Cricket, Team India, World Cup Records, Cricket News, Pace Attack]

Follow @cricket_news_analysis for more update.

📷gettyimage
📷BCCI/IPL"".","#MitchellStarc, #MohammedShami, #Cricket, #WorldCup, #CricketFans",@cricket_news_analysis,2026-08-12 11:08:18+00:00,Locations,POST_02112,,#MitchellStarc #MohammedShami #Cricket #WorldCup #CricketFans
post,https://www.instagram.com/p/Db0y5o8sUAF/,"51K likes, 481 comments - madhavsinhaaa on August 9, 2026: ""Day - 12/100 of Revealing secrets behind the crores!

This is why Cadbury Bytes shut down!

[ Business, Marketing, Branding, Cadbury, Bytes ]"".",,,2026-08-09 15:49:52+00:00,Locations,POST_02113,"madhavsinhaaa on August 9, 2026: ""Day - 12/100 of Revealing secrets behind the crores! This is why Cadbury Bytes shut down! Business, Marketing, Branding, Cadbury, Bytes "".",
post,https://www.instagram.com/p/DaDN7H2oyms/,"54K likes, 433 comments - gamestoppk on June 26, 2026: ""GTA 6 PRE-ORDERS ARE LIVE! 🔥

Every Gamer Right Now: 👀💳🎮

Secure your copy of the biggest game of the year!

💰 Standard Edition – $80
👑 Ultimate Edition – $100
📅 Official Release Date: November 19

🎁 Buy PlayStation Store Gift Cards from GameStop Pakistan and pre-order GTA 6 instantly on your PS5.

⚡ Redeem your 12-digit PSN code and secure your copy before launch!

🌐 www.gamestop.com.pk

📍 DHA Phase 6, Lahore
📍 Bahria Town, Lahore

Follow @gamestoppk for the latest GTA 6 updates, PlayStation deals, gaming news, and exclusive offers.

#GTA6 #GTAVI #GrandTheftAutoVI #PS5 #gtamemes"".","#GTA6, #GTAVI, #GrandTheftAutoVI, #PS5, #gtamemes",@gamestoppk,2026-06-26 20:25:52+00:00,Locations,POST_02114,"gamestoppk on June 26, 2026: ""GTA 6 PRE-ORDERS ARE LIVE! Every Gamer Right Now: Secure your copy of the biggest game of the year! Standard Edition 80 Ultimate Edition 100 Official Release Date: November 19 Buy PlayStation Store Gift Cards from GameStop Pakistan and pre-order GTA 6 instantly on your PS5. Redeem your 12-digit PSN code and secure your copy before launch! www.gamestop.com.pk DHA Phase 6, Lahore Bahria Town, Lahore Follow @gamestoppk for the latest GTA 6 updates, PlayStation deals, gaming news, and exclusive offers. #GTA6 #GTAVI #GrandTheftAutoVI #PS5 #gtamemes"".",#GTA6 #GTAVI #GrandTheftAutoVI #PS5 #gtamemes
post,https://www.instagram.com/p/Db2cm72BlII/,"5,397 likes, 62 comments - indianfootballdaily on August 10, 2026: ""🚨𝗘𝗫𝗖𝗟𝗨𝗦𝗜𝗩𝗘: 𝗘𝗻𝗴𝗹𝗶𝘀𝗵 🏴󠁧󠁢󠁥󠁮󠁧󠁿 𝗙𝘂𝗹𝗵𝗮𝗺 𝗮𝘁𝘁𝗮𝗰𝗸𝗲𝗿 𝗔𝗻𝗮𝗻𝗱 𝗕𝗮𝘁𝗿𝗮 has expressed his interest in representing 🇮🇳 𝗜𝗻𝗱𝗶𝗮 if the proposed 𝗦𝗽𝗼𝗿𝘁𝘀 𝗣𝗮𝘀𝘀𝗽𝗼𝗿𝘁 𝗽𝗼𝗹𝗶𝗰𝘆 is introduced.

Speaking exclusively to 𝗜𝗻𝗱𝗶𝗮𝗻 𝗙𝗼𝗼𝘁𝗯𝗮𝗹𝗹 𝗗𝗮𝗶𝗹𝘆, Anand said:

""𝘠𝘦𝘴 𝘐 𝘸𝘰𝘶𝘭𝘥 𝘣𝘦 𝘰𝘱𝘦𝘯 𝘵𝘰 𝘳𝘦𝘱𝘳𝘦𝘴𝘦𝘯𝘵𝘪𝘯𝘨 𝘐𝘯𝘥𝘪𝘢 𝘪𝘧 𝘵𝘩𝘪𝘴 𝘭𝘢𝘸 𝘱𝘢𝘴𝘴𝘦𝘥.""

The proposed Sports Passport policy could potentially make OCI/PIO players eligible to represent the Indian national team. The proposal is still under discussion and has not yet been approved.

[Indian Football, Indian National Team, Anand Batra, Sports Passport, AIFF, OCI, PIO, Indian Origin Footballers]"".",,,2026-08-10 07:11:22+00:00,Locations,POST_02115,"indianfootballdaily on August 10, 2026: "" : has expressed his interest in representing if the proposed is introduced. Speaking exclusively to , Anand said: "" ."" The proposed Sports Passport policy could potentially make OCI/PIO players eligible to represent the Indian national team. The proposal is still under discussion and has not yet been approved. Indian Football, Indian National Team, Anand Batra, Sports Passport, AIFF, OCI, PIO, Indian Origin Footballers "".",
post,https://www.instagram.com/p/DbMLU8wEgGP/,"killakristennn on July 24, 2026: ""Placita Olvera 📍
@fujifilmx_us X-E5

.
.
.
.
.
#losangeles #olverastreet #downtownla #fujifilm #fujifilmxe5"".","#losangeles, #olverastreet, #downtownla, #fujifilm, #fujifilmxe5",@fujifilmx_us,2026-07-24 21:12:53+00:00,"Los Angeles, California",POST_02116,,#losangeles #olverastreet #downtownla #fujifilm #fujifilmxe5
post,https://www.instagram.com/p/Db_aNWkPEFb/,"27K likes, 14 comments - learnwithraj2025 on August 13, 2026: ""Anahat Singh is one of India’s brightest young squash stars and a rising name on the global stage.
At just 17, she has already won multiple titles and established herself among the world’s top squash players.

In this podcast, she opens up about her journey, becoming a world champion, handling pressure, and the sacrifices behind her success.
The conversation explores her childhood, discipline, competition, setbacks, and the mindset that helped her reach the highest level.

Watch the full podcast on Raj Shamani’s YouTube channel."".",,,2026-08-13 18:44:04+00:00,Locations,POST_02117,"learnwithraj2025 on August 13, 2026: ""Anahat Singh is one of India s brightest young squash stars and a rising name on the global stage. At just 17, she has already won multiple titles and established herself among the world s top squash players. In this podcast, she opens up about her journey, becoming a world champion, handling pressure, and the sacrifices behind her success. The conversation explores her childhood, discipline, competition, setbacks, and the mindset that helped her reach the highest level. Watch the full podcast on Raj Shamani s YouTube channel."".",
post,https://www.instagram.com/p/DbV6l_4vf09/,"menshoesfashion_ on July 28, 2026: ""From the timeless elegance of the Wholecut Oxford to the effortless versatility of the Penny Loafer, each style serves a different purpose—and knowing the difference is what separates good style from great style.

Which one would you wear to the office? 👇

- @afloirofficial"".",,@afloirofficial,2026-07-28 15:59:04+00:00,Locations,POST_02118,,
post,https://www.instagram.com/p/Db6CtCcP2tM/,"14K likes, 116 comments - fox5ny on August 11, 2026: ""Mentalist Suhani Shah joins Good Day New York ahead of her Off-Broadway debut with Spellbound at the Soho Playhouse. During a live demonstration, Shah correctly identifies Rosanna Scotto’s chosen seat number, favorite movie and the person she imagined going with — leaving Rosanna asking, “How do you know these things?”"".",,,2026-08-11 16:43:10+00:00,Locations,POST_02119,"fox5ny on August 11, 2026: ""Mentalist Suhani Shah joins Good Day New York ahead of her Off-Broadway debut with Spellbound at the Soho Playhouse. During a live demonstration, Shah correctly identifies Rosanna Scotto s chosen seat number, favorite movie and the person she imagined going with leaving Rosanna asking, How do you know these things? "".",
post,https://www.instagram.com/p/DYojEbbJ1cx/,"30K likes, 251 comments - bhartiartfamily9021 on May 22, 2026: ""Kanha ji ki cuteness alag hi level ki hoti hai 🥹💙🦚
Pencil se banaya ye cute little Krishna sketch ✨
Sabse pyari lagi smile ya eyes? 👀💖
💙 Like Team
✨ Follow Team
Comment karke join karo 😭👇
#Bharti Art Family 
#krishna #kanhaji #littlekrishna #krishnashorts cutekrishna drawing art pencilsketch shorts ytshorts viralshorts artist reels radhakrishna trendingshorts"".","#Bharti, #krishna, #kanhaji, #littlekrishna, #krishnashorts",,2026-05-22 08:07:10+00:00,Locations,POST_02120,"bhartiartfamily9021 on May 22, 2026: ""Kanha ji ki cuteness alag hi level ki hoti hai Pencil se banaya ye cute little Krishna sketch Sabse pyari lagi smile ya eyes? Like Team Follow Team Comment karke join karo #Bharti Art Family #krishna #kanhaji #littlekrishna #krishnashorts cutekrishna drawing art pencilsketch shorts ytshorts viralshorts artist reels radhakrishna trendingshorts"".",#Bharti #krishna #kanhaji #littlekrishna #krishnashorts
post,https://www.instagram.com/p/Dbyhy1EPukg/,"10K likes, 34 comments - 3a.med on August 8, 2026: ""Zayn Malik inspired hairstyle"".",,,2026-08-08 18:40:41+00:00,Locations,POST_02121,"3a.med on August 8, 2026: ""Zayn Malik inspired hairstyle"".",
post,https://www.instagram.com/p/Db_GFz7Kw8e/,"11K likes, 19 comments - figuringout.co on August 13, 2026: ""@anahatsingh13 is an Indian professional squash player and one of the country’s brightest young sporting talents.

At just 18, she became the first Indian to win the World Junior Squash Championship and has reached a career-high World No. 19.
She has also represented India at the Commonwealth Games and Asian Games, making history as one of the youngest squash players to compete at the highest level.

In Today’s Episode, She Talks About What She Learned Playing with World No. 1

(anahat singh, anahat vs world no 1, anahat squash, world number one squash, squash world champion, professional squash, squash match, squash competition, elite squash, squash player, indian squash player, playing world number one, facing world number one, athlete mindset, competitive squash, squash india, sports competition)

#anahatsingh #worldchampion #squash #rajshamani #figuringout"".","#anahatsingh, #worldchampion, #squash, #rajshamani, #figuringout",@anahatsingh13,2026-08-13 15:48:50+00:00,Locations,POST_02122,"figuringout.co on August 13, 2026: ""@anahatsingh13 is an Indian professional squash player and one of the country s brightest young sporting talents. At just 18, she became the first Indian to win the World Junior Squash Championship and has reached a career-high World No. 19. She has also represented India at the Commonwealth Games and Asian Games, making history as one of the youngest squash players to compete at the highest level. In Today s Episode, She Talks About What She Learned Playing with World No. 1 (anahat singh, anahat vs world no 1, anahat squash, world number one squash, squash world champion, professional squash, squash match, squash competition, elite squash, squash player, indian squash player, playing world number one, facing world number one, athlete mindset, competitive squash, squash india, sports competition) #anahatsingh #worldchampion #squash #rajshamani #figuringout"".",#anahatsingh #worldchampion #squash #rajshamani #figuringout
post,https://www.instagram.com/p/Db6Rl5-hD11/,"32K likes, 56 comments - superstars.india1 on August 11, 2026: ""కళ్ళజోడు పెట్టుకుంటే బుడ్డోడు గుర్తుపట్టలేదని స్పిచ్చు తీసి మరి బుడ్డోడు దగ్గరికి తీసుకున్న హీరో సూర్య #superstars #suriya"".","#superstars, #suriya",,2026-08-11 18:52:24+00:00,Locations,POST_02123,"superstars.india1 on August 11, 2026: "" #superstars #suriya"".",#superstars #suriya
post,https://www.instagram.com/p/DbnItwIs7r1/,"8,810 likes, 72 comments - pakhijigarkarani on August 4, 2026: ""GHOOMAR👑❤️

🧠 : @jahnvidoshi_ only love for you!!😘🤗❤️

@tangerineartsstudio 🫶✨
Thankyouuu @thangaatgarba @thangaatworkshops ❤️❤️

@filmpadmaavat @sanjayleelabhansali @deepikapadukone
@ranveersingh @tseries.official @shreyaghoshal @musical_swaroop

[Ghoomar, Padmaavat, Sanjay Leela Bhansali, SLB, Deepika Padukone, Ranveer Singh, Jahnvi Doshi, Rajasthan, folk, Rajput, royal, culture, dance, joy, happiness, explore, fyp]

#ghoomar #rajasthan #folk #rajput #pakhi"".","#ghoomar, #rajasthan, #folk, #rajput, #pakhi","@jahnvidoshi_, @tangerineartsstudio, @thangaatgarba, @thangaatworkshops, @filmpadmaavat, @sanjayleelabhansali, @deepikapadukone, @ranveersingh, @tseries, @shreyaghoshal, @musical_swaroop",2026-08-04 17:39:54+00:00,Locations,POST_02124,"pakhijigarkarani on August 4, 2026: ""GHOOMAR : @jahnvidoshi only love for you!! @tangerineartsstudio Thankyouuu @thangaatgarba @thangaatworkshops @filmpadmaavat @sanjayleelabhansali @deepikapadukone @ranveersingh @tseries.official @shreyaghoshal @musical swaroop Ghoomar, Padmaavat, Sanjay Leela Bhansali, SLB, Deepika Padukone, Ranveer Singh, Jahnvi Doshi, Rajasthan, folk, Rajput, royal, culture, dance, joy, happiness, explore, fyp #ghoomar #rajasthan #folk #rajput #pakhi"".",#ghoomar #rajasthan #folk #rajput #pakhi
post,https://www.instagram.com/p/DZR8WzVMm1j/,"39K likes, 610 comments - hairartistry_by_yashikavya on June 7, 2026: ""Hairby :@hairartistry_by_yashikavya

Makeup : @meghnamakeupandhair"".",,"@hairartistry_by_yashikavya, @meghnamakeupandhair",2026-06-09 13:45:11+00:00,Locations,POST_02125,"hairartistry by yashikavya on June 7, 2026: ""Hairby :@hairartistry by yashikavya Makeup : @meghnamakeupandhair"".",
post,https://www.instagram.com/p/Daj9kp1sO8h/,"6,590 likes, 1,382 comments - amrapali.patil on July 8, 2026: ""Movement doesn’t have to wait for the perfect time or the perfect weather

This walkpad from @powermaxfitness makes it so much easier to get your steps in from the comfort of home

Small, consistent habits always beat all-or-nothing efforts💪

#PowermaxFitness #FitForLife"".","#PowermaxFitness, #FitForLife",@powermaxfitness,2026-07-09 06:26:20+00:00,Locations,POST_02126,"amrapali.patil on July 8, 2026: ""Movement doesn t have to wait for the perfect time or the perfect weather This walkpad from @powermaxfitness makes it so much easier to get your steps in from the comfort of home Small, consistent habits always beat all-or-nothing efforts #PowermaxFitness #FitForLife"".",#PowermaxFitness #FitForLife
post,https://www.instagram.com/p/DZzsPLXhh34/,"24K likes, 93 comments - arshiaayadav on June 20, 2026: ""Because the side angle got so much loveee🫶🏻🫶🏻🫶🏻

#fyp #explore #dance #instagood #instagram"".","#fyp, #explore, #dance, #instagood, #instagram",,2026-06-20 12:33:37+00:00,Locations,POST_02127,"arshiaayadav on June 20, 2026: ""Because the side angle got so much loveee #fyp #explore #dance #instagood #instagram"".",#fyp #explore #dance #instagood #instagram
post,https://www.instagram.com/p/DagwHxsMMv-/,"13K likes, 274 comments - lifewt_keerthi on July 7, 2026: ""One more at Niagara Falls😂 But trust me go and spend your day in water😁
.
.
.
.
#water #explore #usa #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #insta"".","#water, #explore, #usa, #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp, #insta",,2026-07-08 00:38:18+00:00,Locations,POST_02128,"lifewt keerthi on July 7, 2026: ""One more at Niagara Falls But trust me go and spend your day in water . . . . #water #explore #usa #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #insta"".",#water #explore #usa #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #insta
post,https://www.instagram.com/p/DaMozpNRN_V/,"86K likes, 302 comments - simbabadmaash on June 29, 2026: ""Grooming wale bhaiya ko bhi jalwa dikha diya😂😂

Voice credits- @janwar_bolte_hai 

#goldenretriever #doglover #dogstagram #groomer #cutedog"".","#goldenretriever, #doglover, #dogstagram, #groomer, #cutedog",@janwar_bolte_hai,2026-06-30 04:59:53+00:00,Locations,POST_02129,"simbabadmaash on June 29, 2026: ""Grooming wale bhaiya ko bhi jalwa dikha diya Voice credits- @janwar bolte hai #goldenretriever #doglover #dogstagram #groomer #cutedog"".",#goldenretriever #doglover #dogstagram #groomer #cutedog
